dropped,survivor,name,orig_sector,propagated_sector,issuer_group,non_canonical_tag,dropped_price,dropped_shares,dropped_marketCap,decided_by,dropped_vol_t,survivor_vol_t,dropped_isin_t,survivor_isin_t,dropped_volAvg,dropped_volAvg_asof,survivor_volAvg,survivor_volAvg_asof
0AHJ.L,HBM,Hudbay Minerals Inc.,Basic Materials,Basic Materials,0AHJ.L|HBM|HBM.TO,lse-iob,23.61,400356079.0,9452407025.19,canonicity,1,0,0,0,3241.0,2026-08-13,5509645.0,2026-08-13
0R4M.L,LUG.TO,Lundin Gold Inc.,Basic Materials,Basic Materials,0R4M.L|LUG.TO,lse-iob,53.863,241821813.0,13025257986.4915,canonicity,1,0,0,0,15569.0,2026-08-13,677104.0,2026-08-13
0KGH.L,PAYC,"Paycom Software, Inc.",Technology,Technology,0KGH.L|PAYC,lse-iob,125.68,45800000.0,5756144000.0,canonicity,1,0,0,0,409.0,2026-08-13,984964.0,2026-08-13
ARIS.TO,ARIS,Aris Mining Corporation,Basic Materials,Basic Materials,ARIS|ARIS.TO,,14.8896,206398410.0,3073189765.536,punctuation,0,0,0,0,692682.0,2026-08-13,1495106.0,2026-08-13
TCL-B.TO,TCL-A.TO,Transcontinental Inc.,Industrials,Industrials,TCL-A.TO|TCL-B.TO,,5.31,83600000.0,443916000.0,volavg,1,0,0,0,1269.0,2026-08-13,417403.0,2026-08-13
CVE.TO,CVE,Cenovus Energy Inc.,Energy,Energy,CVE|CVE.TO,,35.19,1860129000.0,65457939510.0,punctuation,0,0,0,0,5673227.0,2026-08-13,7940770.0,2026-08-13
0R2E.L,UNP,Union Pacific Corporation,Industrials,Industrials,0R2E.L|UNP,lse-iob,272.0,593400000.0,161404800000.0,canonicity,1,0,0,0,5371.0,2026-08-13,2993937.0,2026-08-13
0KNY.L,TROW,"T. Rowe Price Group, Inc.",Financial Services,Financial Services,0KNY.L|TROW,lse-iob,113.69,214000000.0,24329660000.0,canonicity,1,0,0,0,2755.0,2026-08-13,2134183.0,2026-08-13
0GX2.L,NRO.PA,Neurones S.A.,Technology,Technology,0GX2.L|NRO.PA,lse-iob,43.05,24328000.0,1047320400.0,canonicity,0,0,0,0,1232.0,2026-08-13,9109.0,2026-08-13
0R0U.L,CDE,"Coeur Mining, Inc.",Basic Materials,Basic Materials,0R0U.L|CDE,lse-iob,16.32,1029300000.0,16798176000.0,canonicity,1,0,0,0,49798.0,2026-08-13,34449654.0,2026-08-13
IMG.TO,IAG,Iamgold Corporation,Basic Materials,Basic Materials,IAG|IMG.TO,,15.84,578000000.0,9155520000.0,punctuation,0,0,0,0,1588261.0,2026-08-13,5599209.0,2026-08-13
0NNU.L,NEDAP.AS,Nedap N.V.,Technology,Technology,0NNU.L|NEDAP.AS,lse-iob,95.5,6623005.0,632496977.5,canonicity,1,0,0,0,88.0,2026-08-13,5354.0,2026-08-13
SSRM.TO,SSRM,SSR Mining Inc.,Basic Materials,Basic Materials,0VGE.L|SSRM|SSRM.TO,,28.28,208014000.0,5882635920.0,punctuation,0,0,0,0,472911.0,2026-08-13,3157533.0,2026-08-13
0VGE.L,SSRM,SSR Mining Inc.,Basic Materials,Basic Materials,0VGE.L|SSRM|SSRM.TO,lse-iob,28.28,208014000.0,5882635920.0,canonicity,1,0,0,0,67043.0,2026-08-13,3157533.0,2026-08-13
0KV3.L,RF,Regions Financial Corporation,Financial Services,Financial Services,0KV3.L|RF,lse-iob,30.2,854000000.0,25790800000.0,canonicity,1,0,0,0,28097.0,2026-08-13,10496704.0,2026-08-13
0F6L.L,MAU.PA,Etablissements Maurel & Prom S.A.,Energy,Energy,0F6L.L|MAU.PA,lse-iob,8.8976,199665000.0,1776535749.963,canonicity,0,0,0,0,79773.0,2026-08-13,196967.0,2026-08-13
0DTF.L,BOI.PA,Boiron S.A.,Healthcare,Healthcare,0DTF.L|BOI.PA,lse-iob,30.3,17643000.0,534582900.0,canonicity,0,0,0,0,1067.0,2026-08-13,2415.0,2026-08-13
CCL-A.TO,CCL-B.TO,CCL Industries Inc.,Consumer Cyclical,Consumer Cyclical,CCL-A.TO|CCL-B.TO,,87.16,173100000.0,15087396000.0,volavg,1,0,0,0,264.0,2026-08-13,437838.0,2026-08-13
0HC2.L,ALRM,"Alarm.com Holdings, Inc.",Technology,Technology,0HC2.L|ALRM,lse-iob,46.72,49328402.0,2304622941.44,canonicity,1,0,0,0,113.0,2026-08-13,513719.0,2026-08-13
WPM.TO,WPM,Wheaton Precious Metals Corp.,Basic Materials,Basic Materials,WPM|WPM.L|WPM.TO,,112.32,454133000.0,51008218560.0,punctuation,0,0,0,0,831853.0,2026-08-13,1990917.0,2026-08-13
WPM.L,WPM,Wheaton Precious Metals Corp.,Basic Materials,Basic Materials,WPM|WPM.L|WPM.TO,,112.32,454133000.0,51008218560.0,punctuation,1,0,0,0,8737.0,2026-08-13,1990917.0,2026-08-13
0MT8.L,DRW3.DE,Drägerwerk AG & Co. KGaA,Healthcare,Healthcare,0MT8.L|DRW3.DE,lse-iob,82.5,18760000.0,1547700000.0,canonicity,1,0,0,0,114.0,2026-08-13,16682.0,2026-08-13
0VJA.L,SLF,Sun Life Financial Inc.,Financial Services,Financial Services,0VJA.L|SLF|SLF.TO,lse-iob,111.35,554000000.0,61687900000.0,canonicity,1,0,0,0,350.0,2026-08-13,683574.0,2026-08-13
SLF.TO,SLF,Sun Life Financial Inc.,Financial Services,Financial Services,0VJA.L|SLF|SLF.TO,,111.35,554000000.0,61687900000.0,punctuation,0,0,0,0,1815408.0,2026-08-13,683574.0,2026-08-13
GIB-A.TO,GIB,CGI Inc.,Technology,Technology,0A18.L|GIB|GIB-A.TO,,91.67,207765623.0,19045874660.41,punctuation,0,0,0,0,666029.0,2026-08-13,505490.0,2026-08-13
0A18.L,GIB,CGI Inc.,Technology,Technology,0A18.L|GIB|GIB-A.TO,lse-iob,91.67,207765623.0,19045874660.41,canonicity,1,0,0,0,142.0,2026-08-13,505490.0,2026-08-13
0AH3.L,GWO.TO,Great-West Lifeco Inc.,Financial Services,Financial Services,0AH3.L|GWO.TO,lse-iob,90.37,896475776.0,81014515877.12,canonicity,1,0,0,0,350.0,2026-08-13,1564340.0,2026-08-13
0LHY.L,USB,U.S. Bancorp,Financial Services,Financial Services,0LHY.L|USB,lse-iob,60.4,1554000000.0,93861600000.0,canonicity,1,0,0,0,32309.0,2026-08-13,8666025.0,2026-08-13
ELD.TO,EGO,Eldorado Gold Corporation,Basic Materials,Basic Materials,EGO|ELD.TO,,31.09,251453420.0,7817686827.8,punctuation,0,0,0,0,702100.0,2026-08-13,2630445.0,2026-08-13
0QYN.L,BTO.TO,B2Gold Corp.,Basic Materials,Basic Materials,0QYN.L|BTO.TO,lse-iob,3.7453,1331711000.0,4987630574.08,canonicity,1,0,0,0,25662.0,2026-08-13,4781580.0,2026-08-13
AGI.TO,AGI,Alamos Gold Inc.,Basic Materials,Basic Materials,0UGS.L|AGI|AGI.TO,,30.34,419694000.0,12733515960.0,punctuation,0,0,0,0,1369483.0,2026-08-13,4559782.0,2026-08-13
0UGS.L,AGI,Alamos Gold Inc.,Basic Materials,Basic Materials,0UGS.L|AGI|AGI.TO,lse-iob,30.34,419694000.0,12733515960.0,canonicity,1,0,0,0,6624.0,2026-08-13,4559782.0,2026-08-13
0HJI.L,ADP,"Automatic Data Processing, Inc.",Industrials,Technology,0HJI.L|ADP,lse-iob,224.303,398800000.0,89452028475.45,canonicity,1,0,0,0,38782.0,2026-08-13,2703980.0,2026-08-13
0HGC.L,APA,APA Corporation,Energy,Energy,0HGC.L|APA,lse-iob,32.57,353000000.0,11497210000.0,canonicity,1,0,0,0,5708.0,2026-08-13,5628377.0,2026-08-13
CNQ.TO,CNQ,Canadian Natural Resources Limited,Energy,Energy,CNQ|CNQ.TO,,56.12,2077894000.0,116611411280.0,punctuation,0,0,0,0,13720664.0,2026-08-13,8068759.0,2026-08-13
0VQD.L,CB,Chubb Limited,Financial Services,Financial Services,0VQD.L|CB,lse-iob,342.2203,391300000.0,133910820000.0,canonicity,1,0,0,0,1785.0,2026-08-13,1798900.0,2026-08-13
0D1X.L,ALGIL.PA,Groupe Guillin S.A.,Consumer Cyclical,Consumer Cyclical,0D1X.L|ALGIL.PA,lse-iob,26.7516,18485671.0,494521712.75,canonicity,1,0,0,0,97.0,2026-08-13,3476.0,2026-08-13
AFGD,AFG,"American Financial Group, Inc.",Financial Services,Financial Services,AFG|AFGB|AFGC|AFGD|AFGE,symbol-extension,139.94,83000000.0,11615020000.0,canonicity,1,0,0,0,7827.0,2026-08-13,471191.0,2026-08-13
AFGE,AFG,"American Financial Group, Inc.",Financial Services,Financial Services,AFG|AFGB|AFGC|AFGD|AFGE,symbol-extension,139.94,83000000.0,11615020000.0,canonicity,1,0,0,0,8803.0,2026-08-13,471191.0,2026-08-13
AFGB,AFG,"American Financial Group, Inc.",Financial Services,Financial Services,AFG|AFGB|AFGC|AFGD|AFGE,symbol-extension,139.94,83000000.0,11615020000.0,canonicity,1,0,0,0,8217.0,2026-08-13,471191.0,2026-08-13
AFGC,AFG,"American Financial Group, Inc.",Financial Services,Financial Services,AFG|AFGB|AFGC|AFGD|AFGE,symbol-extension,139.94,83000000.0,11615020000.0,canonicity,1,0,0,0,11891.0,2026-08-13,471191.0,2026-08-13
009155.KS,009150.KS,"Samsung Electro-Mechanics Co., Ltd.",Technology,Technology,009150.KS|009155.KS,korea-preferred,2184000.0,80698000.0,176244432000000.0,canonicity,1,0,0,0,94888.0,2026-08-13,1208142.0,2026-08-13
SAN.PA,SNY,Sanofi,Healthcare,Healthcare,SAN.PA|SNY,,75.08,1196600000.0,89840728000.0,shares,0,0,0,0,2400042.0,2026-08-13,3387682.0,2026-08-13
0UWL.L,FRU.TO,Freehold Royalties Ltd.,Financial Services,Energy,0UWL.L|FRU.TO,lse-iob,16.13,163960334.0,2644680187.42,canonicity,1,0,0,0,127.0,2026-08-13,644766.0,2026-08-13
0RUJ.L,ALDLT.PA,Delta Plus Group,Industrials,Consumer Cyclical,0RUJ.L|ALDLT.PA,lse-iob,49.3,7493000.0,369404900.0,canonicity,0,0,0,0,248.0,2026-08-13,1665.0,2026-08-13
TECK-A.TO,TECK-B.TO,Teck Resources Limited,Basic Materials,Basic Materials,TECK-A.TO|TECK-B.TO,,84.4029,490100000.0,41365849233.54,volavg,1,0,0,0,8818.0,2026-08-13,1074561.0,2026-08-13
0OQQ.L,INF.PA,Infotel S.A.,Technology,Technology,0OQQ.L|INF.PA,lse-iob,42.3,7973000.0,337257900.0,canonicity,1,0,0,0,35.0,2026-08-13,3879.0,2026-08-13
0HYP.L,CFG,"Citizens Financial Group, Inc.",Financial Services,Financial Services,0HYP.L|CFG,lse-iob,70.07,422871137.0,29630580569.59,canonicity,1,0,0,0,1677.0,2026-08-13,4451269.0,2026-08-13
0O1O.L,VETO.PA,Vetoquinol S.A.,Healthcare,Healthcare,0O1O.L|VETO.PA,lse-iob,83.5,11974000.0,999829000.0,canonicity,1,0,0,0,141.0,2026-08-13,8794.0,2026-08-13
OTEX.TO,OTEX,Open Text Corporation,Technology,Technology,OTEX|OTEX.TO,,22.742,242544000.0,5515925900.0,shares,0,0,0,0,2149156.0,2026-08-13,2354064.0,2026-08-13
0R20.L,SCZM,Santacruz Silver Mining Ltd.,Basic Materials,Basic Materials,0R20.L|SCZM,lse-iob,8.6917,92176513.0,801174543.1969,canonicity,1,0,0,0,31962.0,2026-08-13,513491.0,2026-08-13
0KEF.L,PNC,"The PNC Financial Services Group, Inc.",Financial Services,Financial Services,0KEF.L|PNC,lse-iob,247.4419,403000000.0,99719100000.0,canonicity,1,0,0,0,12108.0,2026-08-13,2030809.0,2026-08-13
DSG.TO,DSGX,The Descartes Systems Group Inc.,Technology,Technology,DSG.TO|DSGX,,72.106,86019000.0,6202482315.183,punctuation,0,0,0,0,311087.0,2026-08-13,533608.0,2026-08-13
0R9T.L,EQS.PA,Equasens S.A.,Technology,Technology,0R9T.L|EQS.PA,lse-iob,45000.0,15288.0,687960000.0,canonicity,1,0,0,0,1018.0,2026-08-13,10414.0,2026-08-13
0DZJ.L,CEN.PA,Groupe CRIT S.A.,Industrials,Industrials,0DZJ.L|CEN.PA,lse-iob,58.2,14130000.0,822366000.0,canonicity,1,0,0,0,2.0,2026-08-13,1466.0,2026-08-13
0IPY.L,AUB.PA,Aubay S.A.,Technology,Technology,0IPY.L|AUB.PA,lse-iob,57.1,12671000.0,723514100.0,canonicity,0,0,0,0,836.0,2026-08-13,7951.0,2026-08-13
0HDQ.L,SDG.PA,Synergie SE,Industrials,Industrials,0HDQ.L|SDG.PA,lse-iob,30.2,24361000.0,735702200.0,canonicity,1,0,0,0,21.0,2026-08-13,1406.0,2026-08-13
0LVJ.L,WU,The Western Union Company,Financial Services,Financial Services,0LVJ.L|WU,lse-iob,7.7,312800000.0,2408560000.0,canonicity,1,0,0,0,2259.0,2026-08-13,9859153.0,2026-08-13
0Q76.L,CBOT.PA,CBo Territoria S.A.,Real Estate,Real Estate,0Q76.L|CBOT.PA,lse-iob,3.64,35023000.0,127483720.0,canonicity,1,0,0,0,246.0,2026-08-13,12984.0,2026-08-13
PTAL.L,TAL.TO,PetroTal Corp.,Energy,Energy,PTAL.L|TAL.TO,,0.3175,920328000.0,292204140.0,volavg_raw,0,0,0,0,437635.0,2026-08-13,648014.0,2026-08-13
REL.L,RELX,RELX Plc,Industrials,Industrials,REL.L|RELX|REN.AS,,23.66,1786500000.0,42268590000.0,punctuation,0,0,-2,-1,5157381.0,2026-08-13,2764258.0,2026-08-13
REN.AS,RELX,RELX Plc,Industrials,Industrials,REL.L|RELX|REN.AS,,23.66,1786500000.0,42268590000.0,punctuation,0,0,-2,-1,1231822.0,2026-08-13,2764258.0,2026-08-13
VTAS.L,VTA.L,Volta Finance Limited,Financial Services,Financial Services,VTA.AS|VTA.L|VTAS.L,symbol-extension,7.643,31684451.0,242163439.6,canonicity,0,0,0,0,2775.0,2026-08-13,3437.0,2026-08-13
VTA.AS,VTA.L,Volta Finance Limited,Financial Services,Financial Services,VTA.AS|VTA.L|VTAS.L,,6.62,36580580.0,242163439.6,symbol_length,0,0,0,0,10003.0,2026-08-13,3437.0,2026-08-13
FGN,FG,"F&G Annuities & Life, Inc.",Financial Services,Financial Services,FG|FGN,symbol-extension,26.59,130000000.0,3456700000.0,canonicity,1,0,0,0,32225.0,2026-08-13,814790.0,2026-08-13
TTE.L,TTE,TotalEnergies SE,Energy,Energy,TTE|TTE.L|TTE.PA,,77.7025,2224189000.0,172825057783.1206,punctuation,0,0,0,0,2074793.0,2026-08-13,1538711.0,2026-08-13
TTE.PA,TTE,TotalEnergies SE,Energy,Energy,TTE|TTE.L|TTE.PA,,77.7025,2224189000.0,172825057783.1206,punctuation,0,0,0,0,4024641.0,2026-08-13,1538711.0,2026-08-13
CNR.TO,CNI,Canadian National Railway Company,Industrials,Industrials,CNI|CNR.TO,,169.25,606500000.0,102650125000.0,punctuation,0,0,0,0,1654429.0,2026-08-13,1582074.0,2026-08-13
CSW-B.TO,CSW-A.TO,Corby Spirit and Wine Limited,Consumer Defensive,Consumer Defensive,CSW-A.TO|CSW-B.TO,,14.42,28468856.0,410520903.52,volavg_raw,0,0,0,0,5225.0,2026-08-13,16901.0,2026-08-13
0HFB.L,APH,Amphenol Corporation,Technology,Technology,0HFB.L|APH,lse-iob,176.2197,1230400000.0,216820704000.0,canonicity,1,0,0,0,6456.0,2026-08-13,8800845.0,2026-08-13
0RP0.L,TKO.PA,Tikehau Capital,Financial Services,Financial Services,0RP0.L|TKO.PA,lse-iob,16.56,176527000.0,2923287120.0,canonicity,1,0,0,0,902.0,2026-08-13,64566.0,2026-08-13
ERO.TO,ERO,Ero Copper Corp.,Basic Materials,Basic Materials,ERO|ERO.TO,,26.6605,104282548.0,2780222785.303,punctuation,0,0,0,0,447596.0,2026-08-13,1223716.0,2026-08-13
EDV.TO,EDV.L,Endeavour Mining plc,Basic Materials,Basic Materials,EDV.L|EDV.TO,,49.1076,242000000.0,11884046944.0,symbol_length,0,0,0,0,447370.0,2026-08-13,811224.0,2026-08-13
0OPJ.L,ABCA.PA,ABC arbitrage S.A.,Financial Services,Financial Services,0OPJ.L|ABCA.PA,lse-iob,5.4,60711000.0,327839400.0,canonicity,0,0,0,0,34688.0,2026-08-13,39394.0,2026-08-13
003555.KS,003550.KS,LG Corp.,Technology,Consumer Cyclical,003550.KS|003555.KS,korea-preferred,82800.0,175344000.0,14518483200000.0,canonicity,1,0,0,0,27052.0,2026-08-13,767289.0,2026-08-13
0R2O.L,FCX,Freeport-McMoRan Inc.,Basic Materials,Basic Materials,0R2O.L|FCX,lse-iob,62.7136,1447058823.0,90750270000.0,canonicity,1,0,0,0,26517.0,2026-08-13,14258880.0,2026-08-13
KEI.TO,KGEI,Kolibri Global Energy Inc.,Energy,Energy,KEI.TO|KGEI,,5.49,35479000.0,194779710.0,punctuation,0,0,0,0,21785.0,2026-08-13,199629.0,2026-08-13
HBANL,HBAN,Huntington Bancshares Incorporated,Financial Services,Financial Services,0J72.L|HBAN|HBANL|HBANM,symbol-extension,17.73,1946000000.0,34502580000.0,canonicity,1,0,-1,-2,21148.0,2026-08-13,23748522.0,2026-08-13
HBANM,HBAN,Huntington Bancshares Incorporated,Financial Services,Financial Services,0J72.L|HBAN|HBANL|HBANM,symbol-extension,17.73,1946000000.0,34502580000.0,canonicity,1,0,-1,-2,15677.0,2026-08-13,23748522.0,2026-08-13
0J72.L,HBAN,Huntington Bancshares Incorporated,Financial Services,Financial Services,0J72.L|HBAN|HBANL|HBANM,lse-iob,17.072,2021000000.0,34502580000.0,canonicity,1,0,-2,-2,10919.0,2026-08-13,23748522.0,2026-08-13
0LNT.L,FUR.AS,Fugro N.V.,Energy,Industrials,0LNT.L|FUR.AS,lse-iob,9.45,111334361.0,1052109711.45,canonicity,0,0,0,0,114860.0,2026-08-13,393525.0,2026-08-13
0HR2.L,CME,CME Group Inc.,Financial Services,Financial Services,0HR2.L|CME,lse-iob,220.4143,360684000.0,79499904150.0,canonicity,1,0,0,0,31820.0,2026-08-13,3307303.0,2026-08-13
CRON.TO,CRON,Cronos Group Inc.,Healthcare,Healthcare,CRON|CRON.TO,,2.7597,373609102.0,1031041566.6074,shares,0,0,0,0,169224.0,2026-08-13,1198856.0,2026-08-13
QBR-A.TO,QBR-B.TO,Quebecor Inc.,Communication Services,Communication Services,QBR-A.TO|QBR-B.TO,,67.69,224800000.0,15216712000.0,volavg,1,0,0,0,583.0,2026-08-13,943806.0,2026-08-13
MX.TO,MEOH,Methanex Corporation,Basic Materials,Basic Materials,MEOH|MX.TO,,46.15,77364263.0,3570360737.45,punctuation,0,0,0,0,265440.0,2026-08-13,903232.0,2026-08-13
000815.KS,000810.KS,"Samsung Fire & Marine Insurance Co., Ltd.",Financial Services,Financial Services,000810.KS|000815.KS,korea-preferred,440500.0,49154000.0,21652337000000.0,canonicity,0,0,0,0,18731.0,2026-08-13,160150.0,2026-08-13
SII.TO,SII,Sprott Inc.,Financial Services,Financial Services,SII|SII.TO,,159.8,25768000.0,4117726400.0,punctuation,0,0,0,0,71385.0,2026-08-13,188919.0,2026-08-13
0M29.L,XYL,Xylem Inc.,Industrials,Industrials,0M29.L|XYL,lse-iob,118.198,236300000.0,27930185960.0,canonicity,1,0,0,0,2025.0,2026-08-13,1947732.0,2026-08-13
ADW-B.TO,ADW-A.TO,Andrew Peller Limited,Consumer Defensive,Consumer Defensive,ADW-A.TO|ADW-B.TO,,5.21,42862395.0,223313077.95,volavg,1,0,0,0,3003.0,2026-08-13,117943.0,2026-08-13
MG.TO,MGA,Magna International Inc.,Consumer Cyclical,Consumer Cyclical,MG.TO|MGA,,65.66,271200000.0,17806992000.0,punctuation,0,0,0,0,1190848.0,2026-08-13,1249758.0,2026-08-13
MOG-B,MOG-A,Moog Inc.,Industrials,Industrials,MOG-A|MOG-B,,425.36,31654223.0,13464440295.28,volavg,1,0,0,0,272.0,2026-08-13,315796.0,2026-08-13
0F8V.L,AKW.PA,Akwel,Consumer Cyclical,Consumer Cyclical,0F8V.L|AKW.PA,lse-iob,8.2,27601000.0,226328200.0,canonicity,0,0,0,0,483.0,2026-08-13,4169.0,2026-08-13
0OJJ.L,ALATI.PA,ACTIA Group S.A.,Consumer Cyclical,Consumer Cyclical,0OJJ.L|ALATI.PA,lse-iob,3.25,21425000.0,69631250.0,canonicity,1,0,0,0,59.0,2026-08-13,10013.0,2026-08-13
0KU1.L,RJF,"Raymond James Financial, Inc.",Financial Services,Financial Services,0KU1.L|RJF,lse-iob,152.03,194000000.0,29493820000.0,canonicity,1,0,0,0,3641.0,2026-08-13,1383353.0,2026-08-13
090355.KS,090350.KS,"NOROO PAINT & COATINGS Co., Ltd.",Basic Materials,Basic Materials,090350.KS|090355.KS,korea-preferred,8230.0,20463000.0,168410490000.0,canonicity,1,0,0,0,596.0,2026-08-13,70248.0,2026-08-13
BTE.TO,BTE,Baytex Energy Corp.,Energy,Energy,BTE|BTE.TO,,5.678,721197000.0,4094927718.12,punctuation,0,0,0,0,4543453.0,2026-08-13,18788435.0,2026-08-13
PREVA.AS,VALUE.AS,Value8 N.V.,Financial Services,Financial Services,PREVA.AS|VALUE.AS,,4.75,9603887.0,45618463.25,volavg_raw,0,0,0,0,338.0,2026-08-13,1549.0,2026-08-13
0VBE.L,OR,OR Royalties Inc.,Basic Materials,Basic Materials,0VBE.L|OR|OR.TO,lse-iob,44.91,187714000.0,8430235740.0,canonicity,1,0,0,0,2084.0,2026-08-13,991622.0,2026-08-13
OR.TO,OR,OR Royalties Inc.,Basic Materials,Basic Materials,0VBE.L|OR|OR.TO,,44.91,187714000.0,8430235740.0,punctuation,0,0,0,0,422516.0,2026-08-13,991622.0,2026-08-13
0IX0.L,GLO.PA,GL Events S.A.,Industrials,Industrials,0IX0.L|GLO.PA,lse-iob,33.55,29448029.0,987981372.95,canonicity,0,0,0,0,1956.0,2026-08-13,10902.0,2026-08-13
0F2S.L,LIN.PA,Linedata Services S.A.,Technology,Technology,0F2S.L|LIN.PA,lse-iob,45.1803,4902327.0,221488800.0,canonicity,1,0,0,0,4.0,2026-08-13,908.0,2026-08-13
0KFZ.L,PH,Parker-Hannifin Corporation,Industrials,Industrials,0KFZ.L|PH,lse-iob,978.12,126100000.0,123340932000.0,canonicity,1,0,0,0,673.0,2026-08-13,698514.0,2026-08-13
0OG6.L,SCHP.PA,Séché Environnement S.A.,Industrials,Industrials,0OG6.L|SCHP.PA,lse-iob,73.4,7720000.0,566648000.0,canonicity,1,0,0,0,320.0,2026-08-13,4347.0,2026-08-13
MT,MT.AS,ArcelorMittal S.A.,Basic Materials,Basic Materials,MT|MT.AS,,60.2721,760000000.0,45806786246.0,shares,0,0,0,0,1877500.0,2026-08-13,2032166.0,2026-08-13
CG.TO,CGAU,Centerra Gold Inc.,Basic Materials,Basic Materials,CG.TO|CGAU,,15.833,197544000.0,3127706250.24,punctuation,0,0,0,0,774285.0,2026-08-13,1556158.0,2026-08-13
0DTK.L,SAVE.PA,Savencia S.A.,Consumer Defensive,Consumer Defensive,0DTK.L|SAVE.PA,lse-iob,62.4,12240000.0,763776000.0,canonicity,1,0,0,0,23.0,2026-08-13,1214.0,2026-08-13
0MN5.L,SWP.PA,Sword Group S.E.,Technology,Technology,0MN5.L|SWP.PA,lse-iob,35.9,9455967.0,339469215.3,canonicity,1,0,0,0,792.0,2026-08-13,21734.0,2026-08-13
0IF3.L,EMN,Eastman Chemical Company,Basic Materials,Basic Materials,0IF3.L|EMN,lse-iob,66.98,114300000.0,7655814000.0,canonicity,1,0,0,0,1319.0,2026-08-13,1219329.0,2026-08-13
CBE.PA,RBT.PA,Robertet S.A.,Basic Materials,Basic Materials,CBE.PA|RBT.PA,,878.0,2169000.0,1904382000.0,volavg,1,0,0,0,18.0,2026-08-13,1037.0,2026-08-13
CLS.TO,CLS,Celestica Inc.,Technology,Technology,CLS|CLS.TO,,364.8,115000000.0,41952000000.0,punctuation,0,0,0,0,414387.0,2026-08-13,2397559.0,2026-08-13
0O80.L,BAIN.PA,Société Anonyme des Bains de Mer et du Cercle des Étrangers à Monaco,Consumer Cyclical,Consumer Cyclical,0O80.L|BAIN.PA,lse-iob,127.0,24515000.0,3113405000.0,canonicity,1,0,0,0,18.0,2026-08-13,553.0,2026-08-13
001685.KS,001680.KS,Daesang Corporation,Consumer Defensive,Consumer Defensive,001680.KS|001685.KS,korea-preferred,19900.0,36018000.0,716758200000.0,canonicity,1,0,0,0,5322.0,2026-08-13,98267.0,2026-08-13
PD.TO,PDS,Precision Drilling Corporation,Energy,Energy,PD.TO|PDS,,108.92,12927000.0,1408008840.0,punctuation,0,0,0,0,84112.0,2026-08-13,107203.0,2026-08-13
0QOW.L,RIG,Transocean Ltd.,Energy,Energy,0QOW.L|RIG,lse-iob,4.89,1120000000.0,5476800000.0,canonicity,1,0,0,0,29115.0,2026-08-13,37475537.0,2026-08-13
0HYJ.L,CTAS,Cintas Corporation,Industrials,Industrials,0HYJ.L|CTAS,lse-iob,172.9,400216000.0,69197346400.0,canonicity,1,0,0,0,1117.0,2026-08-13,2325325.0,2026-08-13
EFX.TO,EFXT,Enerflex Ltd.,Energy,Energy,EFX.TO|EFXT,,34.83,122086713.0,4252280213.79,punctuation,0,0,0,0,692822.0,2026-08-13,548209.0,2026-08-13
PUK,PRU.L,Prudential plc,Financial Services,Financial Services,PRU.L|PUK,,22.8902,1283179000.0,29372173320.0,shares,0,0,0,0,1176008.0,2026-08-13,9201505.0,2026-08-13
0J71.L,JBHT,"J.B. Hunt Transport Services, Inc.",Industrials,Industrials,0J71.L|JBHT,lse-iob,289.4391,94941000.0,27479641920.0,canonicity,1,0,0,0,937.0,2026-08-13,1021182.0,2026-08-13
OVV.TO,OVV,Ovintiv Inc,Energy,Energy,OVV|OVV.TO,,52.65,280000000.0,14742000000.0,punctuation,1,0,0,0,198235.0,2026-08-13,3296596.0,2026-08-13
0IUV.L,EC.PA,TotalEnergies EP Gabon S.A.,Energy,Energy,0IUV.L|EC.PA,lse-iob,219.061,4500000.0,985774657.5,canonicity,1,0,0,0,4.0,2026-08-13,1039.0,2026-08-13
CTC-A.TO,CTC.TO,"Canadian Tire Corporation, Limited",Consumer Cyclical,Consumer Cyclical,CTC-A.TO|CTC.TO,,187.08,52763097.0,9870920186.76,punctuation,0,1,0,0,198032.0,2026-08-13,425.0,2026-08-13
PHIA.AS,PHG,Koninklijke Philips N.V.,Healthcare,Healthcare,PHG|PHIA.AS,,23.76,955573000.0,22704414480.0,punctuation,0,0,0,0,2039010.0,2026-08-13,1197317.0,2026-08-13
0OGG.L,ALCAT.PA,S.A. Catana Group,Consumer Cyclical,Consumer Cyclical,0OGG.L|ALCAT.PA,lse-iob,2.7,30769000.0,83076300.0,canonicity,0,0,0,0,9987.0,2026-08-13,44238.0,2026-08-13
0KBK.L,OMC,Omnicom Group Inc,Communication Services,Communication Services,0KBK.L|OMC,lse-iob,53.3323,279809000.0,14922867000.0,canonicity,1,0,0,0,2136.0,2026-08-13,3869480.0,2026-08-13
0HJH.L,ALV,"Autoliv, Inc.",Consumer Cyclical,Consumer Cyclical,0HJH.L|ALV,lse-iob,116.17,74100000.0,8608197000.0,canonicity,1,0,0,0,101.0,2026-08-13,733000.0,2026-08-13
0SGO.L,DBX,"Dropbox, Inc.",Technology,Technology,0SGO.L|DBX,lse-iob,27.47,224800000.0,6175256000.0,canonicity,1,0,0,0,9725.0,2026-08-13,4019227.0,2026-08-13
DCBO.TO,DCBO,Docebo Inc.,Technology,Technology,DCBO|DCBO.TO,,17.9,25455554.0,455654416.6,punctuation,0,0,0,0,88116.0,2026-08-13,114414.0,2026-08-13
