pool,source,n_flags,flags,status,note
general,AAA.PA,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,AAPG,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,AAV.TO,1,uCurrentRatio,EJECTED,
general,AB.PA,3,"netDebtToEBITDA, returnOnAssets, uInterestCoverage",EJECTED,
general,ABBV,1,uCurrentRatio,EJECTED,
general,ABEO.PA,1,netDebtToEBITDA,EJECTED,
general,ABNX.PA,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,ABVX,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,AC.TO,1,uCurrentRatio,EJECTED,
general,ACHR-WT,1,returnOnAssets,EJECTED,
general,ACHV,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,ACO-X.TO,1,netDebtToEBITDA,EJECTED,
general,ACQ.TO,1,netDebtToEBITDA,EJECTED,
general,AD.AS,1,uCurrentRatio,EJECTED,
general,ADP.PA,1,netDebtToEBITDA,EJECTED,
general,ADUR,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,ADV,3,"netDebtToEBITDA, returnOnAssets, uInterestCoverage",EJECTED,
general,AEX.L,2,"returnOnAssets, uCurrentRatio",EJECTED,
general,AF.PA,1,uCurrentRatio,EJECTED,
general,AFN.TO,1,netDebtToEBITDA,EJECTED,
general,AGL,1,uInterestCoverage,EJECTED,
general,AHG,1,returnOnAssets,EJECTED,
general,AIDX.TO,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,AIFA,1,returnOnAssets,EJECTED,
general,AIRG,1,returnOnAssets,EJECTED,
general,ALA.TO,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,ALAR,1,CFOlessEarnings,EJECTED,
general,ALATA.PA,3,"returnOnAssets, uCurrentRatio, uInterestCoverage",EJECTED,
general,ALBI.PA,1,netDebtToEBITDA,EJECTED,
general,ALBPK.PA,1,uInterestCoverage,EJECTED,
general,ALC.TO,1,uCurrentRatio,EJECTED,
general,ALCJ.PA,3,"netDebtToEBITDA, returnOnAssets, uInterestCoverage",EJECTED,
general,ALDAR.PA,2,"returnOnAssets, uCurrentRatio",EJECTED,
general,ALDRV.PA,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,ALDVI.PA,3,"netDebtToEBITDA, returnOnAssets, uInterestCoverage",EJECTED,
general,ALECP.PA,1,uInterestCoverage,EJECTED,
general,ALESE.PA,1,uInterestCoverage,EJECTED,
general,ALGAE.PA,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,ALGEN.PA,1,uInterestCoverage,EJECTED,
general,ALGTR.PA,1,uInterestCoverage,EJECTED,
general,ALHIT.PA,1,CFOlessEarnings,EJECTED,
general,ALHRS.PA,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,ALIMP.PA,3,"netDebtToEBITDA, returnOnAssets, uInterestCoverage",EJECTED,
general,ALLAN.PA,1,netDebtToEBITDA,EJECTED,
general,ALLIX.PA,1,uInterestCoverage,EJECTED,
general,ALMDT.PA,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,ALMER.PA,1,netDebtToEBITDA,EJECTED,
general,ALO.PA,1,uCurrentRatio,EJECTED,
general,ALSEN.PA,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,ALT,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,ALTHE.PA,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,ALTHX.PA,3,"netDebtToEBITDA, returnOnAssets, uInterestCoverage",EJECTED,
general,ALUNT.PA,2,"CFOlessEarnings, netDebtToEBITDA",EJECTED,
general,ALXIL.PA,2,"returnOnAssets, uCurrentRatio",EJECTED,
general,AMBP,1,netDebtToEBITDA,EJECTED,
general,AMLX,1,returnOnAssets,EJECTED,
general,AMRX,1,netDebtToEBITDA,EJECTED,
general,ANRG.TO,2,"uCurrentRatio, uInterestCoverage",EJECTED,
general,AORT,1,netDebtToEBITDA,EJECTED,
general,AP,1,netDebtToEBITDA,EJECTED,
general,APPS,1,returnOnAssets,EJECTED,
general,APRE,1,returnOnAssets,EJECTED,
general,AQN,1,netDebtToEBITDA,EJECTED,
general,ARQQ,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,ART.L,3,"netDebtToEBITDA, returnOnAssets, uInterestCoverage",EJECTED,
general,ATEME.PA,1,netDebtToEBITDA,EJECTED,
general,ATOM,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,ATS,1,netDebtToEBITDA,EJECTED,
general,AUNA,1,netDebtToEBITDA,EJECTED,
general,AURR.L,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,AVA,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,AVT,1,netDebtToEBITDA,EJECTED,
general,AVTR,1,netDebtToEBITDA,EJECTED,
general,AW.TO,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,AYV.PA,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,AZO,1,uCurrentRatio,EJECTED,
general,AZRN.AS,4,"netDebtToEBITDA, returnOnAssets, uCurrentRatio, uInterestCoverage",EJECTED,
general,BAMNB.AS,1,uCurrentRatio,EJECTED,
general,BBUC,1,netDebtToEBITDA,EJECTED,
general,BCE,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,BCTX,1,returnOnAssets,EJECTED,
general,BEAM,1,returnOnAssets,EJECTED,
general,BEP,4,"netDebtToEBITDA, returnOnAssets, uCurrentRatio, uInterestCoverage",EJECTED,
general,BEPC,2,"uCurrentRatio, uInterestCoverage",EJECTED,
general,BFIT.AS,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,BGO.L,1,returnOnAssets,EJECTED,
general,BHC,1,netDebtToEBITDA,EJECTED,
general,BILL,1,uInterestCoverage,EJECTED,
general,BIPC,1,uCurrentRatio,EJECTED,
general,BLC.PA,1,netDebtToEBITDA,EJECTED,
general,BLCO,3,"netDebtToEBITDA, returnOnAssets, uInterestCoverage",EJECTED,
general,BLDP,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,BLNK,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,BLX.TO,1,netDebtToEBITDA,EJECTED,
general,BN.PA,1,uCurrentRatio,EJECTED,
general,BNE.TO,1,uCurrentRatio,EJECTED,
general,BNJ.AS,1,uCurrentRatio,EJECTED,
general,BNTX,1,uInterestCoverage,EJECTED,
general,BORR,1,netDebtToEBITDA,EJECTED,
general,BOSC,1,CFOlessEarnings,EJECTED,
general,BRAG,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,BRFH,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,BUR.PA,1,uCurrentRatio,EJECTED,
general,BWEN,2,"netDebtToEBITDA, uInterestCoverage",EJECTED,
general,BYD,1,uCurrentRatio,EJECTED,
general,BYD.TO,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,BYL.TO,2,"returnOnAssets, uCurrentRatio",EJECTED,
general,CA.PA,1,uCurrentRatio,EJECTED,
general,CAE,1,uCurrentRatio,EJECTED,
general,CAMT,1,CFOlessEarnings,EJECTED,
general,CAR,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,CAS.TO,1,netDebtToEBITDA,EJECTED,
general,CCA.TO,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,CCEC,1,netDebtToEBITDA,EJECTED,
general,CCL,1,uCurrentRatio,EJECTED,
general,CDA.PA,1,uCurrentRatio,EJECTED,
general,CDR.TO,1,returnOnAssets,EJECTED,
general,CDXS,2,"netDebtToEBITDA, returnOnAssets",EJECTED,
general,CGC,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,CGO.TO,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,CGX.TO,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,CJ.TO,1,uCurrentRatio,EJECTED,
general,CJT.TO,1,uCurrentRatio,EJECTED,
general,CKI.TO,1,uCurrentRatio,EJECTED,
general,CLAR,1,returnOnAssets,EJECTED,
general,CLARI.PA,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,CLLS,1,uInterestCoverage,EJECTED,
general,CMCOM.AS,3,"netDebtToEBITDA, returnOnAssets, uInterestCoverage",EJECTED,
general,CNI,1,uCurrentRatio,EJECTED,
general,CNMD,1,netDebtToEBITDA,EJECTED,
general,CNNE,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,CNQ,1,uCurrentRatio,EJECTED,
general,CNSP,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,CO.PA,2,"returnOnAssets, uCurrentRatio",EJECTED,
general,COCH,1,returnOnAssets,EJECTED,
general,COOK,3,"netDebtToEBITDA, returnOnAssets, uInterestCoverage",EJECTED,
general,CP,1,uCurrentRatio,EJECTED,
general,CPIX,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,CPS,1,netDebtToEBITDA,EJECTED,
general,CRDL,1,returnOnAssets,EJECTED,
general,CRMT,1,netDebtToEBITDA,EJECTED,
general,CSBR,1,uCurrentRatio,EJECTED,
general,CSPI,1,uInterestCoverage,EJECTED,
general,CSU.TO,1,uCurrentRatio,EJECTED,
general,CTC.TO,1,netDebtToEBITDA,EJECTED,
general,CTEV,3,"netDebtToEBITDA, returnOnAssets, uInterestCoverage",EJECTED,
general,CU.TO,1,netDebtToEBITDA,EJECTED,
general,CUP-U.TO,1,netDebtToEBITDA,EJECTED,
general,CURA.TO,2,"netDebtToEBITDA, uInterestCoverage",EJECTED,
general,CVO.TO,1,returnOnAssets,EJECTED,
general,CVVY.TO,1,uCurrentRatio,EJECTED,
general,CVX.PA,2,"netDebtToEBITDA, returnOnAssets",EJECTED,
general,CWEB.TO,2,"netDebtToEBITDA, returnOnAssets",EJECTED,
general,CWH,1,netDebtToEBITDA,EJECTED,
general,CWR.L,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,CWT,1,uCurrentRatio,EJECTED,
general,D,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,DBM.TO,1,netDebtToEBITDA,EJECTED,
general,DBV.PA,1,returnOnAssets,EJECTED,
general,DCM.TO,1,netDebtToEBITDA,EJECTED,
general,DEEZR.PA,1,uCurrentRatio,EJECTED,
general,DERM,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,DG.PA,1,uCurrentRatio,EJECTED,
general,DII-B.TO,3,"netDebtToEBITDA, returnOnAssets, uInterestCoverage",EJECTED,
general,DIV.TO,1,netDebtToEBITDA,EJECTED,
general,DLHC,1,netDebtToEBITDA,EJECTED,
general,DLX,1,netDebtToEBITDA,EJECTED,
general,DML.TO,1,uInterestCoverage,EJECTED,
general,DND.TO,3,"netDebtToEBITDA, returnOnAssets, uCurrentRatio",EJECTED,
general,DOGZ,2,"netDebtToEBITDA, returnOnAssets",EJECTED,
general,DPT.PA,1,uInterestCoverage,EJECTED,
general,DRTS,1,returnOnAssets,EJECTED,
general,DTE,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,DYA.TO,4,"netDebtToEBITDA, returnOnAssets, uCurrentRatio, uInterestCoverage",EJECTED,
general,EAPI.PA,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,EAT,1,uCurrentRatio,EJECTED,
general,EBUS.AS,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,ED,1,netDebtToEBITDA,EJECTED,
general,EDT.TO,2,"uCurrentRatio, uInterestCoverage",EJECTED,
general,EFN.TO,1,netDebtToEBITDA,EJECTED,
general,EFR.TO,1,returnOnAssets,EJECTED,
general,EIX,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,EL.PA,1,uCurrentRatio,EJECTED,
general,ELC,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,ELIOR.PA,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,ELIS.PA,1,uCurrentRatio,EJECTED,
general,EMA,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,EMEIS.PA,3,"netDebtToEBITDA, returnOnAssets, uCurrentRatio",EJECTED,
general,EMP-A.TO,1,uCurrentRatio,EJECTED,
general,EN.PA,1,uCurrentRatio,EJECTED,
general,ENB.TO,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,ENTA,3,"netDebtToEBITDA, returnOnAssets, uInterestCoverage",EJECTED,
general,ENVI.AS,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,EPRX.TO,1,returnOnAssets,EJECTED,
general,ESTA,3,"netDebtToEBITDA, returnOnAssets, uInterestCoverage",EJECTED,
general,EVH,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,EVLV,1,returnOnAssets,EJECTED,
general,EVO,1,returnOnAssets,EJECTED,
general,EXPE,1,uCurrentRatio,EJECTED,
general,FAST.AS,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,FDJU.PA,1,uCurrentRatio,EJECTED,
general,FEC.TO,1,uCurrentRatio,EJECTED,
general,FENC,1,uInterestCoverage,EJECTED,
general,FGA.PA,1,netDebtToEBITDA,EJECTED,
general,FIRY,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,FLT.TO,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,FNAC.PA,1,uCurrentRatio,EJECTED,
general,FND,1,netDebtToEBITDA,EJECTED,
general,FNGR,3,"netDebtToEBITDA, returnOnAssets, uInterestCoverage",EJECTED,
general,FORA.TO,1,returnOnAssets,EJECTED,
general,FOSL,1,returnOnAssets,EJECTED,
general,FOXF,1,netDebtToEBITDA,EJECTED,
general,FR.PA,1,uCurrentRatio,EJECTED,
general,FRVIA.PA,1,uCurrentRatio,EJECTED,
general,FTS.TO,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,GAM.PA,1,uInterestCoverage,EJECTED,
general,GASX.TO,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,GDEV,1,uCurrentRatio,EJECTED,
general,GDS,1,netDebtToEBITDA,EJECTED,
general,GEI.TO,1,netDebtToEBITDA,EJECTED,
general,GEL,1,netDebtToEBITDA,EJECTED,
general,GERN,3,"netDebtToEBITDA, returnOnAssets, uInterestCoverage",EJECTED,
general,GET.PA,1,netDebtToEBITDA,EJECTED,
general,GFL,1,uCurrentRatio,EJECTED,
general,GH,3,"netDebtToEBITDA, returnOnAssets, uInterestCoverage",EJECTED,
general,GLO.PA,1,netDebtToEBITDA,EJECTED,
general,GLP,1,netDebtToEBITDA,EJECTED,
general,GLSI,1,returnOnAssets,EJECTED,
general,GNFT.PA,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,GNLX,1,returnOnAssets,EJECTED,
general,GOSS,3,"netDebtToEBITDA, returnOnAssets, uInterestCoverage",EJECTED,
general,GRNQ,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,GSAT,1,uInterestCoverage,EJECTED,
general,GSIT,1,returnOnAssets,EJECTED,
general,GTE.L,1,uCurrentRatio,EJECTED,
general,GURU.TO,1,uInterestCoverage,EJECTED,
general,GVC.TO,1,uCurrentRatio,EJECTED,
general,H.TO,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,HBIO,3,"netDebtToEBITDA, returnOnAssets, uInterestCoverage",EJECTED,
general,HBP.TO,3,"returnOnAssets, uCurrentRatio, uInterestCoverage",EJECTED,
general,HDF.PA,1,returnOnAssets,EJECTED,
general,HE,1,netDebtToEBITDA,EJECTED,
general,HEIA.AS,1,uCurrentRatio,EJECTED,
general,HEIO.AS,1,uCurrentRatio,EJECTED,
general,HEMO.L,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,HLT,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,HNRG,1,uCurrentRatio,EJECTED,
general,HRTX,1,netDebtToEBITDA,EJECTED,
general,HSIC,1,netDebtToEBITDA,EJECTED,
general,HTZ,1,uInterestCoverage,EJECTED,
general,HZO,1,netDebtToEBITDA,EJECTED,
general,IAM.PA,1,uCurrentRatio,EJECTED,
general,ICE.TO,1,uCurrentRatio,EJECTED,
general,IDL.PA,1,uCurrentRatio,EJECTED,
general,IES.L,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,ILLM.TO,1,uInterestCoverage,EJECTED,
general,IMDX,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,IMM.L,1,returnOnAssets,EJECTED,
general,IMMP,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,IMRX,1,returnOnAssets,EJECTED,
general,IMTX,1,returnOnAssets,EJECTED,
general,INPST.AS,1,uCurrentRatio,EJECTED,
general,INTC,1,returnOnAssets,EJECTED,
general,IVA,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,JBOG.PA,1,netDebtToEBITDA,EJECTED,
general,JKS,3,"netDebtToEBITDA, returnOnAssets, uInterestCoverage",EJECTED,
general,JOY.TO,1,uCurrentRatio,EJECTED,
general,JSG.L,1,uCurrentRatio,EJECTED,
general,KDP,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,KEEL,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,KEL.TO,1,uCurrentRatio,EJECTED,
general,KGEI,1,uCurrentRatio,EJECTED,
general,KIE.L,1,uCurrentRatio,EJECTED,
general,KLC,1,uCurrentRatio,EJECTED,
general,KNTK,1,uCurrentRatio,EJECTED,
general,KOD,1,returnOnAssets,EJECTED,
general,KPN.AS,1,uCurrentRatio,EJECTED,
general,KSI.TO,1,uInterestCoverage,EJECTED,
general,KXIN,3,"returnOnAssets, uCurrentRatio, uInterestCoverage",EJECTED,
general,LAM.TO,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,LAT.PA,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,LEGH,1,CFOlessEarnings,EJECTED,
general,LENZ,1,returnOnAssets,EJECTED,
general,LIND,1,uCurrentRatio,EJECTED,
general,LKFT.AS,1,uInterestCoverage,EJECTED,
general,LNA.PA,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,LOCAL.PA,1,uCurrentRatio,EJECTED,
general,LSPD,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,LSS.PA,1,uCurrentRatio,EJECTED,
general,MAAT.PA,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,MALT.PA,1,CFOlessEarnings,EJECTED,
general,MBWS.PA,1,CFOlessEarnings,EJECTED,
general,MCK,1,uCurrentRatio,EJECTED,
general,MDA,1,uCurrentRatio,EJECTED,
general,MDAI,2,"uCurrentRatio, uInterestCoverage",EJECTED,
general,MDB,1,uInterestCoverage,EJECTED,
general,MDM.PA,1,uCurrentRatio,EJECTED,
general,MEDCL.PA,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,MGA.TO,2,"netDebtToEBITDA, uInterestCoverage",EJECTED,
general,MHO,1,CFOlessEarnings,EJECTED,
general,MKC,1,uCurrentRatio,EJECTED,
general,MKSI,1,netDebtToEBITDA,EJECTED,
general,MMB.PA,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,MOLN,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,MRVI,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,MSEX,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,MSGS,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,MSLE,1,returnOnAssets,EJECTED,
general,MTN,1,uCurrentRatio,EJECTED,
general,MTRK.AS,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,MTRX,2,"returnOnAssets, uInterestCoverage",EJECTED,
